OriginCode,DestinCode,WeekDay,HourDeparture,ModelAircraft,Duration
LIPZ,EGCC,3,16,A319,132
EGCC,EGAA,3,19,A319,33
EGAA,EGCC,3,21,A319,34
EGCC,EGAC,4,18,A319,30
EGCC,EHAM,7,6,A319,53
EHAM,EGCC,7,9,A319,53
EGCC,EGAA,1,12,A319,35
EGAA,EGCC,1,14,A319,34
EGCC,EDDH,1,16,A319,69
EDDH,EGCC,1,18,A319,78
EGCC,EGAA,1,20,A319,38
EGAA,EGCC,1,22,A319,36
EGCC,EKCH,2,7,A319,89
EKCH,EGCC,2,9,A319,101
EGCC,EGAA,2,18,A319,40
EGAA,EGCC,2,19,A319,34
EGCC,EGAA,3,18,A319,38
EGAA,EGCC,3,19,A319,36
EGCC,EGAA,4,18,A319,36
EGAA,EGCC,4,20,A319,35
LIPZ,EGCC,5,15,A319,127
EGCC,EGAA,5,18,A319,36
EGAA,EGCC,5,20,A319,34
EGCC,EHAM,7,6,A319,48
EHAM,EGCC,7,8,A319,51
LSGG,EGCC,7,13,A319,98
EGCC,EHAM,1,18,A319,55
EHAM,EGCC,1,19,A319,61
EKCH,EGCC,2,9,A319,100
EGCC,EGAA,2,18,A319,32
EGAA,EGCC,2,20,A319,38
EGCC,EGAA,3,18,A319,32
EGAA,EGCC,3,19,A319,35
EGCC,EDDH,4,13,A319,67
EDDH,EGCC,4,16,A319,88
EGCC,EHAM,4,20,A319,44
EHAM,EGCC,4,21,A319,68
EGCC,EGAA,5,18,A319,39
EGAA,EGCC,5,20,A319,33
EGCC,EHAM,6,6,A319,54
EHAM,EGCC,6,8,A319,60
EGCC,EKCH,6,10,A319,83
EKCH,EGCC,6,12,A319,88
EGCC,EDDH,6,15,A319,74
EDDH,EGCC,6,17,A319,82
EGCC,EGAA,6,19,A319,32
EGAA,EGCC,6,20,A319,34
EGCC,EHAM,7,7,A319,57
EHAM,EGCC,7,8,A319,63
LSGG,EGCC,7,13,A319,93
EGCC,EHAM,1,18,A319,50
EHAM,EGCC,1,20,A319,55
EKCH,EGCC,2,9,A319,101
EGCC,EGAA,2,18,A319,36
EGAA,EGPH,2,20,A319,33
EGPH,EGAA,2,21,A319,33
LIMC,LFPG,3,19,A319,69
LFBZ,LFPG,5,6,A319,68
EKCH,LFPG,6,14,A319,94
LIMC,LFPG,2,19,A319,66
LIPZ,LFPG,4,19,A319,82
LFBZ,LFPG,5,18,A319,77
LIPE,LFPG,6,14,A319,82
LIPZ,LFPG,7,7,A319,82
LFPG,EKCH,7,10,A319,81
EKCH,LFPG,7,12,A319,91
EKCH,LFPG,2,14,A319,94
LIMC,LFPG,3,7,A319,71
EHAM,EGGW,5,17,A319,45
EGGW,EGAA,5,19,A319,54
EGAA,EGGW,5,20,A319,48
EGGW,LFPG,6,5,A319,57
EDLW,EGGW,1,13,A319,48
EGGW,EGPD,1,18,A319,54
EGPD,EGGW,1,20,A319,60
EGGW,EHAM,2,5,A319,48
EHAM,EGGW,2,7,A319,42
EGGW,EHAM,2,8,A319,55
EHAM,EGGW,2,10,A319,40
EGGW,LFBD,2,12,A319,80
EGGW,EGPF,3,6,A319,57
EGPF,LFPG,3,7,A319,82
EGPF,EGGW,3,12,A319,49
EGGW,LFPG,3,14,A319,48
LFPG,EGGW,3,16,A319,46
EGGW,LFPG,3,18,A319,52
LFPG,EGGW,3,19,A319,47
,EGKK,4,20,A319,59
EKCH,EGKK,5,18,A319,94
EGKK,,6,6,A319,59
EDDK,EGKK,6,8,A319,63
EGSS,EKCH,7,9,A319,79
EKCH,EGSS,7,11,A319,87
EGKK,EDDH,1,18,A319,67
EDDH,EGKK,1,20,A319,72
EGGP,EHAM,6,19,A320,54
EHAM,EGGP,6,21,A320,67
EHAM,EGGP,7,14,A320,66
EGKK,EHAM,1,15,A320,53
EHAM,EGKK,1,17,A320,58
EGPH,EGKK,3,19,A320,65
EGKK,EHAM,2,7,A319,45
EHAM,EGKK,2,9,A319,46
LFML,EGKK,3,9,A319,86
EHAM,LIMC,2,7,A319,72
LIMC,LFPG,3,17,A319,66
EGKK,EKCH,4,19,A319,94
EKCH,EGKK,5,5,A319,97
EGKK,EHAM,7,6,A319,46
EHAM,EGKK,7,8,A319,51
LSZH,EGKK,2,8,A319,82
EGKK,EKCH,3,6,A319,84
EKCH,EGKK,3,8,A319,96
EGKK,EKCH,3,12,A319,85
EKCH,EGKK,3,14,A319,100
,EGKK,4,8,A319,58
EGKK,EDDH,5,17,A319,66
EDDH,EGKK,5,19,A319,81
EGKK,EGPF,6,6,A319,66
EGKK,EHAM,6,16,A319,41
EHAM,EGKK,6,17,A319,59
LIMC,LFPG,1,17,A319,71
LIMC,EHAM,3,6,A319,96
LIMC,EBBR,1,15,A319,61
LIPZ,LSGG,4,18,A319,50
EGGW,LFPG,2,15,A319,53
LFPG,EGGW,2,17,A319,53
EGGW,LFPG,2,18,A319,49
LFPG,EGGW,2,20,A319,45
EGGP,LFPG,3,15,A319,62
LFPG,EGGP,3,17,A319,70
EGGP,EGAA,3,19,A319,27
EGAA,EGGP,3,20,A319,29
EGAA,EGGP,4,13,A319,28
EGNS,EGGP,4,16,A319,20
LIMC,EHAM,6,16,A319,88
LIMC,EGKK,2,12,A319,86
LIMC,EGKK,3,12,A319,96
LIMC,EGKK,4,12,A319,97
LIMC,EHAM,4,17,A319,93
LIMC,EHAM,5,17,A319,99
LIMC,EHAM,7,12,A319,94
LIMC,LFPG,2,16,A319,63
LIMC,EGKK,4,12,A319,90
LIMC,EGKK,5,12,A319,93
LIMC,EGKK,6,12,A319,90
LIMC,EHAM,6,17,A319,82
EHAM,LIMC,6,19,A319,63
EHAM,EGKK,1,9,A319,52
,EGKK,2,20,A319,57
EGKK,EHAM,4,7,A319,59
EHAM,EGKK,4,9,A319,44
EGKK,EHAM,4,18,A319,44
EHAM,EGKK,4,19,A319,58
EGKK,LIPZ,5,13,A319,100
LIMC,LFPG,3,10,A319,62
LIMC,EGKK,7,5,A319,91
LIMC,LFPG,2,16,A319,68
LSZH,EGKK,2,8,A319,75
EDDK,EGKK,4,8,A319,65
EGKK,EGNS,7,12,A319,51
EGNS,EGKK,7,13,A319,54
EGPD,EGKK,1,19,A319,79
EKCH,LFPG,1,14,A319,103
LIMC,LFPG,2,6,A319,66
LIMC,LFPG,2,11,A319,65
LIMC,LFPG,2,15,A319,65
LIMC,LFPG,2,19,A319,62
LFBZ,LFPG,5,7,A319,79
LIMC,LFPG,5,11,A319,62
LIMC,LFPG,5,19,A319,68
LFPG,LFBZ,2,16,A319,64
LFBZ,LFPG,2,18,A319,61
LIMC,LFPG,5,6,A319,77
EKCH,LFPG,2,14,A319,92
EGCC,EHAM,2,6,A320,55
EHAM,EGCC,2,8,A320,67
EGCC,EHAM,2,6,A320,54
EHAM,EGCC,2,8,A320,49
EGCC,EHAM,5,6,A320,55
EGCC,EKCH,5,10,A320,94
EKCH,EGCC,5,12,A320,90
EGCC,EHAM,2,6,A320,50
EHAM,EGCC,2,8,A320,65
LSGG,EGCC,2,12,A320,98
LIMC,LFPG,3,4,A320,61
EGKK,EGPH,2,5,A320,58
EGPH,EGKK,2,7,A320,74
EGKK,EHAM,2,9,A320,59
EHAM,EGKK,2,11,A320,51
EGGW,EGAA,3,14,A320,52
EGAA,EGGW,3,16,A320,51
EGGW,EGAA,1,13,A320,53
EGAA,EGGW,1,15,A320,48
EGKK,LIMB,1,12,A319,76
EGKK,EGAA,2,16,A319,62
EGPH,EGKK,3,18,A319,67
EGPF,EGKK,4,13,A319,65
EHAM,EGKK,4,17,A319,73
EGKK,EDDH,5,17,A319,63
LIMC,LFPG,5,17,A319,64
LIMC,LFPG,7,4,A319,65
LIMC,EHAM,4,14,A319,87
LIMC,LFPG,5,13,A319,64
LIMC,EBBR,6,4,A319,70
LIMC,LFPG,7,10,A319,62
LIMC,EHAM,2,5,A319,85
LIMC,LFPG,2,10,A319,69
EGKK,EGAA,1,19,A319,60
EGAA,EGKK,1,21,A319,62
EGKK,EDDH,3,6,A319,69
EDDH,EGKK,3,8,A319,77
EDLN,EGKK,6,7,A319,49
EGAA,EGKK,6,18,A319,63
EGKK,EDLE,1,13,A319,54
EDLN,EGKK,1,15,A319,51
EGKK,EGNS,2,14,A319,48
EGNS,EGKK,2,15,A319,50
EGGP,EHAM,5,5,A319,56
EHAM,EGGP,5,7,A319,56
EGGP,EGAC,5,9,A319,26
EGAA,EGGP,5,17,A319,32
EGGP,EHAM,6,5,A319,59
EHAM,EGGP,6,7,A319,61
EGGP,EGAA,6,8,A319,34
EGAA,EGGP,6,10,A319,33
EGJB,EGGP,6,14,A319,43
EGGP,EHAM,1,17,A319,64
EHAM,EGGP,1,19,A319,69
EGNS,EGGP,2,7,A319,20
EGGP,LFPG,2,16,A319,65
LFPG,EGGP,2,18,A319,68
EGGP,EGAA,2,19,A319,34
EGAA,EGGP,2,20,A319,30
EGGP,LFPG,3,15,A319,70
LFPG,EGGP,3,17,A319,63
EGGP,EGAA,3,19,A319,34
EGAA,EGGP,3,20,A319,29
EGGP,EGAA,4,5,A319,38
EGAA,EGGP,4,7,A319,29
EGGP,EGAA,4,15,A319,32
EGAA,EGGP,4,16,A319,30
LSGG,EGGP,5,14,A319,101
EGNS,EGGP,6,7,A319,20
LFPG,EGGP,6,17,A319,64
EGGP,EGAA,6,19,A319,30
EGAA,EGGP,6,21,A319,30
EGGP,LFPG,1,15,A319,55
EGGP,EGAA,1,19,A319,32
EGAA,EGGP,1,20,A319,26
EGGP,EHAM,2,13,A319,56
EHAM,EGGP,2,14,A319,69
EGGP,EGAA,3,12,A319,29
EGAA,EGGP,3,13,A319,28
EGGP,EGNS,3,14,A319,19
EGNS,EGGP,3,15,A319,17
EGGP,EHAM,4,5,A319,64
EHAM,EGGP,4,7,A319,65
EGGP,EGAA,4,9,A319,31
EGAA,EGGP,4,10,A319,35
EGGP,LSGG,5,12,A319,88
EGAA,EGGP,6,7,A319,29
EGGP,EGAA,6,15,A319,40
EGAA,EGGP,6,17,A319,33
EGGP,EHAM,1,18,A319,60
EHAM,EGGP,1,19,A319,67
EGGP,EGAA,2,5,A319,33
EGAA,EGGP,2,7,A319,31
EGGP,EGAA,2,15,A319,34
EGAA,EGGP,2,16,A319,36
LSZH,EGKK,1,19,A319,78
EGKK,EGPD,3,6,A319,65
EGPD,EGKK,3,8,A319,79
EGKK,EHAM,3,15,A319,44
EHAM,EGKK,3,17,A319,59
,EGKK,6,20,A319,57
EKCH,EGKK,1,5,A319,98
EGKK,EGPD,1,18,A319,64
EGPD,EGKK,1,20,A319,84
EGKK,EGAA,5,16,A319,63
EGAA,EGKK,5,18,A319,63
LIRP,EGKK,6,19,A319,104
EKCH,EGKK,1,14,A319,92
EKCH,EGKK,1,19,A319,94
EKCH,EGKK,2,14,A319,92
EGCC,EGAA,2,20,A319,36
EGAA,EGCC,2,21,A319,33
EGGW,EDLA,3,6,A319,57
EDLW,EGGW,3,8,A319,57
EGGW,EHAM,3,15,A319,47
EHAM,EGGW,3,17,A319,47
EGGW,EGPF,4,6,A319,50
EGPF,LFPG,4,7,A319,82
EGPF,EGGW,4,12,A319,57
EGGW,LFPG,4,14,A319,53
LFPG,EGGW,4,16,A319,47
EGGW,EGAA,6,11,A319,48
EGAA,EGGW,6,12,A319,57
EGGW,EGAA,6,14,A319,52
EGAA,EGPH,6,16,A319,31
EGPH,EGGW,6,17,A319,66
EGPH,EGKK,1,6,A319,75
EGKK,EGPH,1,8,A319,56
EGPH,EGAA,1,10,A319,27
EGAA,EGPH,1,11,A319,30
LFPG,EGPH,1,15,A319,76
EGPH,EGAA,2,6,A319,25
EGAA,EGPH,2,7,A319,35
EGPH,EGSS,2,18,A319,56
EGSS,EGPH,2,20,A319,57
EGPH,EGSS,3,19,A319,50
EGSS,EGPH,3,20,A319,56
EGPH,EGAA,4,6,A319,27
EGAA,EGPH,4,7,A319,35
EGPH,LFPG,4,14,A319,86
EGSS,EGPH,4,20,A319,51
EGPH,EDDH,5,12,A319,81
EDDH,EGPH,5,15,A319,94
EGPH,EGAA,6,6,A319,29
EGAA,EGPH,6,7,A319,31
EGSS,EGPH,6,20,A319,51
EGPH,EGSS,7,16,A319,47
EGSS,EGPH,7,18,A319,53
EGPH,EGSS,1,6,A319,51
EGSS,EGPH,1,8,A319,55
EGPH,EGGW,1,9,A319,55
EGGW,EGPH,1,11,A319,50
EGPH,EHAM,1,13,A319,76
EHAM,EGPH,1,15,A319,80
EGPH,EGGW,2,6,A319,51
EGGW,EGPH,2,7,A319,51
EGPH,EGAA,2,14,A319,27
EGAA,EGPH,2,16,A319,38
EGPH,EGGW,2,17,A319,48
EGGW,EGPH,2,18,A319,61
EGPH,EGGD,3,18,A319,52
EGGD,EGPH,3,20,A319,58
EGPH,EGAA,4,6,A319,28
EGAA,EGPH,4,7,A319,32
LFPG,EGPH,4,16,A319,88
EGPH,EGSS,4,19,A319,49
EGSS,EGPH,4,20,A319,55
EGPH,EGAA,5,5,A319,29
EGAA,EGPH,5,7,A319,33
EGPH,EGSS,5,19,A319,50
EGSS,EGPH,5,20,A319,55
EGPH,EGAA,6,6,A319,28
EGAA,EGPH,6,7,A319,28
EKCH,EGPH,6,16,A319,95
EGPH,EGSS,6,19,A319,55
EGSS,EGPH,6,21,A319,55
EGPH,EGKK,1,6,A319,64
EGKK,EGPH,1,8,A319,62
EGPH,EGAA,1,10,A319,26
EGAA,EGPH,1,11,A319,33
EGPH,EGSS,1,18,A319,53
EGSS,EGPH,1,20,A319,50
EGAA,EGPH,2,7,A319,30
EGPH,EGSS,2,18,A319,56
EGSS,EGPH,2,20,A319,48
EGPH,EGGD,3,18,A319,55
EGGD,EGPH,3,20,A319,50
EGPH,EGAA,4,6,A319,29
EGAA,EGPH,4,7,A319,31
LFPG,EGPH,4,16,A319,82
EGPH,EGSS,4,18,A319,55
EGSS,EHAM,5,6,A319,42
EHAM,EGSS,5,7,A319,50
EGSS,EKCH,5,14,A319,73
EKCH,EGSS,5,16,A319,91
EGSS,EGAA,5,18,A319,57
EKCH,EGSS,6,8,A319,87
EGSS,EHAM,6,15,A319,39
EHAM,EGSS,6,17,A319,50
EGSS,EHAM,7,13,A319,41
EHAM,EGSS,7,14,A319,52
EKCH,EGSS,1,8,A319,84
EGSS,EHAM,1,15,A319,39
EHAM,EGSS,1,17,A319,39
LSGG,EGKK,3,19,A319,66
LSZH,EGKK,6,19,A319,72
EGKK,EDDL,1,17,A319,48
EDLE,EGKK,1,19,A319,52
EGKK,EGPF,2,17,A319,66
EGPF,EGKK,2,19,A319,59
EGKK,EGPD,4,17,A319,76
EGPD,EGKK,4,19,A319,71
EGPD,EGKK,5,19,A319,77
EGKK,EHAM,6,18,A319,45
EHAM,EGKK,6,20,A319,46
,EGKK,4,20,A319,55
EGKK,EKCH,5,6,A319,86
EKCH,EGKK,5,8,A319,95
EGKK,EKCH,5,12,A319,88
EKCH,EGKK,5,14,A319,102
EGKK,EKCH,1,6,A319,88
EKCH,EGKK,1,8,A319,90
EGKK,,1,11,A319,50
EGNS,EGKK,1,17,A319,58
EGKK,EGPF,4,6,A319,69
EGPF,EGKK,4,13,A319,60
EGKK,EHAM,4,15,A319,42
EHAM,EGKK,4,17,A319,72
EGKK,EGPF,5,17,A319,63
EGPF,EGKK,5,18,A319,63
EGKK,EGPD,7,11,A319,77
EGPD,EGKK,7,13,A319,75
EGKK,EGPF,1,18,A319,72
EGPF,EGKK,1,20,A319,66
EGKK,EDDL,2,5,A319,60
EGKK,EGAA,2,16,A319,60
EGAA,EGKK,2,18,A319,56
LIPZ,LFPO,4,7,A320,81
LIMB,LFPO,7,11,A320,58
LIPZ,LFPO,3,7,A320,88
LSGG,LFPO,3,19,A320,49
LIMC,LFPG,5,4,A320,65
LIMC,LIEE,5,8,A320,54
LIMC,LIEE,6,8,A320,67
LIMC,LFPG,1,4,A320,65
LIMC,LFPG,6,4,A320,68
LIMC,LFPG,7,12,A320,67
LIMC,LFPG,1,4,A320,66
LFPG,LIMC,1,7,A320,53
EGGW,EHAM,2,19,A320,39
EHAM,EGGW,2,20,A320,49
LFBZ,LFPG,4,18,A319,60
LFPG,EKCH,2,11,A319,91
EKCH,LFPG,2,14,A319,98
LFBZ,LFPG,1,18,A319,71
LFPG,LFBZ,2,5,A319,72
LFBZ,LFPG,2,6,A319,69
LIPZ,LFPG,3,11,A319,92
LIMC,LFPG,3,19,A319,64
EKCH,LFPG,4,14,A319,97
LIMC,LFPG,6,15,A319,57
EKCH,LFPG,7,12,A319,81
LFPG,LFBZ,5,16,A319,67
LFBZ,LFPG,5,18,A319,64
LFPG,EKCH,6,12,A319,87
EKCH,LFPG,6,14,A319,102
LIMC,LFPG,2,6,A319,66
LIMC,EGKK,1,5,A319,87
LIMC,EGKK,4,5,A319,85
LIMC,EBBR,5,4,A319,59
EGKK,EKCH,5,19,A319,82
EGKK,LIPZ,6,7,A319,103
EGPD,EGKK,2,8,A319,76
EGKK,EGPH,3,18,A319,60
EGPH,EGKK,3,20,A319,62
EGKK,EGPF,1,18,A319,66
EGPF,EGKK,1,20,A319,67
LIPZ,EGKK,3,16,A319,118
EKCH,EGKK,4,4,A319,95
LIPZ,EGKK,4,10,A319,113
LFRS,EGKK,5,19,A319,53
EGKK,EDDH,1,18,A319,68
EDDH,EGKK,1,20,A319,70
EGPF,EGAA,1,8,A319,21
EGAA,EGPF,1,9,A319,27
EGPF,EGKK,1,10,A319,64
LFPG,EGPF,1,17,A319,85
EGPF,EGAA,1,19,A319,27
EGAA,EGPF,1,20,A319,29
EGPF,EGAA,2,5,A319,24
EGAA,EGPF,2,7,A319,26
EGPF,EGGW,2,8,A319,51
EGGW,EGPF,2,9,A319,60
EGPF,EGAA,2,11,A319,25
EGAA,EGPF,2,12,A319,26
EGPF,EHAM,2,14,A319,68
EGPF,EGSS,2,18,A319,53
EGSS,EGPF,2,20,A319,48
EGPF,EGAA,3,6,A319,26
EGPF,EGSS,4,5,A319,57
EGSS,EGPF,4,7,A319,51
EGPF,EGAA,4,8,A319,28
EGPF,EGAA,4,18,A319,28
EGAA,EGPF,4,20,A319,21
EGPF,EGAA,5,6,A319,23
EGAA,EGPF,5,7,A319,24
EGPF,EGSS,6,5,A319,60
EGSS,EGPF,6,7,A319,51
EGPF,EHAM,6,8,A319,75
EHAM,EGPF,6,10,A319,76
EGPF,EGAA,6,14,A319,31
EGAC,EGPF,6,15,A319,28
EGPF,EGAA,6,16,A319,33
EGAA,EGPF,6,17,A319,32
EGPF,EGAA,6,19,A319,26
EGAA,EGPF,6,20,A319,30
EGJJ,EGPF,7,8,A319,68
EGPF,EGGD,1,13,A319,52
EGGD,EGPF,1,14,A319,53
EGPF,EGAA,1,16,A319,25
EGAA,EHAM,1,17,A319,71
EHAM,EGPF,1,19,A319,71
EGPF,EGSS,2,5,A319,55
EGSS,EGPF,2,7,A319,53
EGPF,EGAA,2,8,A319,22
EGAA,EGPF,2,10,A319,22
EGPF,EGAA,2,19,A319,21
EGAA,EGPF,2,20,A319,27
EGPF,EGAA,3,6,A319,16
EGAA,EGPF,3,6,A319,25
EGPF,EGSS,4,5,A319,56
EGSS,EGPF,4,7,A319,57
EGPF,EGAC,4,8,A319,22
EGAC,EGPF,4,10,A319,25
EGPF,EGAC,4,19,A319,21
EGAA,EGPF,4,20,A319,27
EGAA,EGPF,5,7,A319,23
EGPF,EGSS,6,5,A319,50
EGPF,EHAM,6,8,A319,71
EHAM,EGPF,6,11,A319,71
EGPF,EGAA,6,14,A319,27
EGAA,EGPF,6,15,A319,29
EGPF,EGAA,6,16,A319,26
EGAA,EGPF,6,17,A319,26
EGPF,EGAA,6,18,A319,23
EGAA,EGPF,6,20,A319,32
EGPF,EGAA,7,5,A319,23
EGAA,EGPF,7,6,A319,29
EGPF,EGKK,7,8,A319,70
EGKK,EGPF,7,10,A319,60
EGPF,EGAA,7,12,A319,25
EGAA,EGPF,7,13,A319,32
EGPF,EGGD,1,13,A319,63
EGGD,EGPF,1,15,A319,54
EGPF,EGAA,1,16,A319,24
EGAA,EHAM,1,17,A319,69
EHAM,EGPF,1,19,A319,78
EGPF,EGSS,2,5,A319,50
EGSS,EGPF,2,7,A319,53
EGPF,EGAA,2,8,A319,26
EGAA,EGPF,2,9,A319,27
EGPF,EGSS,3,5,A319,49
EGSS,EGPF,3,7,A319,62
EGPF,EGAA,3,8,A319,23
EGAA,EGPF,3,9,A319,31
EGPF,EGAA,3,19,A319,21
EGAA,EGPF,3,20,A319,28
EGPF,EGAA,4,5,A319,27
EGAA,EGPF,4,6,A319,28
EGPF,EGSS,5,5,A319,52
EGSS,EGPF,5,7,A319,58
EGPF,EGAA,5,14,A319,32
EGAA,EGPF,5,15,A319,32
EGPF,EGAA,5,16,A319,25
EGAA,EGPF,5,17,A319,30
EGPF,EGAA,5,18,A319,25
EGAA,EGPF,5,20,A319,33
EGPF,EGAA,6,6,A319,27
EGAA,EGPF,6,7,A319,25
EGPF,EGAA,7,6,A319,29
EGAA,EGPF,7,7,A319,33
EGKK,EGPF,7,10,A319,72
EGPF,EGAA,7,12,A319,24
EGAA,EGPF,7,13,A319,32
EGPF,EGSS,1,6,A319,56
EGPF,EGSS,1,9,A319,51
EGSS,EGPF,1,11,A319,56
EGPF,EGKK,1,18,A319,61
EGKK,EGPF,1,19,A319,55
EGPF,EGGW,2,6,A319,49
EGGW,EGPF,2,13,A319,48
EGPF,EGSS,2,15,A319,58
EGSS,EGPF,2,17,A319,52
EGPF,EGGW,2,18,A319,53
EGGW,EGPF,2,20,A319,48
EGPF,EGSS,3,5,A319,53
EGSS,EGPF,3,7,A319,54
EGPF,EGAA,3,9,A319,29
EGAA,EGPF,3,10,A319,34
EGPF,EGAA,3,18,A319,23
EGAA,EGPF,3,19,A319,24
EGPF,EGSS,4,5,A319,57
EGSS,EGPF,4,7,A319,54
EGPF,EGAA,4,8,A319,25
EGAA,EGPF,4,9,A319,24
EGPF,EGAA,4,18,A319,31
EGAA,EGPF,4,19,A319,32
EGPF,EGGW,5,6,A319,48
EGGW,EGPF,5,13,A319,56
EGPF,EGGW,5,15,A319,48
EGGW,EGPF,5,17,A319,49
EGPF,EGSS,5,18,A319,59
EGSS,EGPF,5,20,A319,48
EGPF,EGGW,6,6,A319,56
EGGW,EGPF,6,13,A319,49
EGPF,EGGW,6,15,A319,51
EGGW,EGPF,6,17,A319,52
EGPF,EGSS,6,19,A319,56
EGSS,EGPF,6,20,A319,50
EGPF,EGAA,7,6,A319,23
EGAA,EGPF,7,7,A319,24
EGPF,EGKK,7,8,A319,67
EGKK,EGPF,7,10,A319,69
EGPF,EGAA,7,12,A319,32
EGAA,EGPF,7,13,A319,29
EGPF,EGGD,1,13,A319,49
EGGD,EGPF,1,14,A319,54
EGPF,EGAA,1,16,A319,39
EGAA,EHAM,1,17,A319,75
EHAM,EGPF,1,19,A319,82
EGPF,EGSS,2,5,A319,60
EGSS,EGPF,2,7,A319,49
EGPF,EGAA,2,8,A319,28
EGPF,EGAA,2,19,A319,30
EGAA,EGPF,2,20,A319,26
EGAA,EGKK,1,6,A319,62
EGSS,EGAA,1,20,A319,55
EGAA,EGSS,1,22,A319,54
EGKK,LFBD,4,11,A319,68
LFBD,EGKK,4,13,A319,67
EGKK,EKCH,2,6,A319,91
EKCH,EGKK,2,8,A319,90
EGKK,EKCH,2,12,A319,84
EKCH,EGKK,2,14,A319,102
LIMC,EGKK,2,20,A319,94
EGKK,EGPD,3,17,A319,77
EGPD,EGKK,3,19,A319,68
LIMC,EGKK,4,15,A319,95
EDDH,EGKK,1,9,A319,76
EGKK,EHAM,3,7,A319,47
EHAM,EGKK,3,9,A319,46
EGKK,EKCH,3,17,A319,84
EKCH,EGKK,3,19,A319,94
EGKK,LFBD,4,10,A319,62
EDDH,EGKK,5,8,A319,79
ELLX,EGKK,6,14,A319,56
EGKK,EKCH,7,18,A319,91
EKCH,EGKK,1,5,A319,87
EGKB,EGPH,2,18,A319,53
EGPH,EGKK,2,20,A319,63
EGPD,EGKK,5,19,A319,72
EGKK,EDDH,2,18,A319,79
EGPH,EGSS,1,6,A319,48
EGSS,EGPH,1,8,A319,56
EGPH,EGGW,1,9,A319,53
EGGW,EGPH,1,11,A319,54
EGPH,EGGW,1,13,A319,48
EGGW,EHAM,1,15,A319,43
EHAM,EGGW,1,17,A319,41
EGGW,EGAA,2,18,A319,55
EGAA,EGGW,2,19,A319,50
EGGW,LSGG,3,17,A319,89
EGGW,EHAM,4,5,A319,44
EHAM,EGGW,4,7,A319,41
EGGW,EHAM,4,8,A319,52
EHAM,EGGW,4,10,A319,45
EGGW,EHAM,5,6,A319,53
EHAM,EGGW,5,7,A319,41
EGGW,EHAM,5,9,A319,43
EGGW,LFBD,5,12,A319,79
EGGD,EHAM,6,12,A319,66
EHAM,EGGD,6,15,A319,54
EGGD,EGPH,6,16,A319,48
EGPH,EGGD,6,18,A319,70
EGGD,EGPF,6,20,A319,53
EGPF,EGGD,6,21,A319,58
EGAA,EGGD,7,8,A319,49
EGAA,EGGD,1,13,A319,45
EGGD,LSGG,1,15,A319,108
EGGD,EGPF,1,20,A319,55
EGPF,EGGD,1,22,A319,51
EGGD,LFPG,3,15,A319,60
LFPG,EGGD,3,17,A319,53
LFPG,EGGD,4,17,A319,52
EGAA,EGGD,5,7,A319,45
EGGD,EGPH,5,15,A319,60
EGPH,EGGD,5,17,A319,53
EGGD,EGPF,5,19,A319,59
EGPF,EGGD,5,21,A319,49
LSGG,EGGW,6,20,A319,78
EGGW,EGAA,7,10,A319,49
EGAA,EGGW,7,12,A319,49
EGGW,EHAM,1,6,A319,44
EHAM,EGGW,1,8,A319,41
EGGW,EHAM,1,15,A319,44
EHAM,EGGW,1,17,A319,54
EGGW,EGPF,1,19,A319,56
EGPF,EGGW,1,20,A319,50
EGGW,LFPG,2,5,A319,58
LFPG,EGGW,2,7,A319,51
EGGP,EGAA,3,12,A319,35
EGAA,EGGP,3,13,A319,29
LIMC,LFPG,5,11,A319,69
LIMC,EBBR,6,15,A319,69
LIMC,EHAM,7,16,A319,76
LIMC,EHAM,1,10,A319,80
LIMC,EHAM,1,14,A319,81
EKCH,LFPG,3,14,A319,95
LFBZ,LFPG,4,18,A319,80
EKCH,LFPG,6,14,A319,86
LFPG,LFBZ,2,16,A319,54
LFBZ,LFPG,2,18,A319,78
LFPG,EKCH,6,11,A319,93
EKCH,LFPG,6,14,A319,86
LFPG,LFBZ,3,5,A319,65
LFPG,LFBZ,4,16,A319,65
LFBZ,LFPG,4,18,A319,71
LFBZ,LFPG,5,9,A319,60
LIPZ,LFPG,5,19,A319,97
LIMC,LFPG,6,6,A319,69
LIMC,LFPG,6,11,A319,75
EKCH,LFPG,1,14,A319,104
LFBZ,LFPG,2,18,A319,64
EGKK,EGPH,4,14,A320,66
EGPH,EGKK,4,16,A320,70
EGKK,EHAM,1,14,A320,46
EHAM,EGKK,1,15,A320,43
EGKK,EGPH,2,13,A320,63
EGPH,EGKK,2,15,A320,63
EGKK,EGPH,1,18,A319,63
EGPH,EGKK,1,19,A319,63
EGKK,EGPD,2,6,A319,73
EGPD,EGKK,2,8,A319,77
EGKK,EHAM,3,13,A319,49
EHAM,EGKK,3,15,A319,50
EGKK,EGPD,4,6,A319,67
EGPD,EGKK,4,8,A319,76
EGKK,LIPE,6,9,A319,106
EGKK,EDDL,6,15,A319,65
EDLN,EGKK,6,17,A319,52
EGKK,EGPF,6,18,A319,53
EGPF,EGKK,6,20,A319,74
EGKK,LFBZ,7,5,A319,85
LFBZ,EGKK,7,7,A319,76
EGKK,EDDH,2,17,A319,65
EDDH,EGKK,2,19,A319,81
EGKK,EHAM,3,7,A319,54
EHAM,EGKK,3,9,A319,48
LIPZ,LSGG,4,17,A319,56
