OriginCode,DestinCode,WeekDay,HourDeparture,ModelAircraft,Duration
LFPG,EGPF,5,10,A319,74
EGPF,EGGW,5,12,A319,55
EGGW,LFPG,5,14,A319,58
EGGW,LSZH,6,12,A319,74
EGGW,LFBD,1,12,A319,76
LFBD,EGGW,1,14,A319,80
EGGW,EGAA,2,6,A319,51
EGGW,EDLW,2,15,A319,49
EDLW,EGGW,2,17,A319,56
EGGW,EDDH,4,13,A319,67
EDDH,EGGW,4,15,A319,66
EGGW,EGAA,5,15,A319,54
EGAA,EGNT,5,17,A319,35
EGNT,EGGD,6,6,A319,47
EGNT,EGAA,6,15,A319,39
EGAA,EGNT,6,16,A319,34
EGNT,EHAM,6,17,A319,60
EHAM,EGNT,6,19,A319,56
EGNT,EGGD,7,6,A319,45
EGGD,EGNT,7,7,A319,45
EGNT,EGAA,1,13,A319,40
EGAA,EGNT,1,14,A319,33
EGNT,EGGD,1,15,A319,58
EGGD,EGNT,1,17,A319,44
EGNT,EGGD,1,19,A319,54
EGGD,EGNT,1,20,A319,47
EGNT,EGAA,2,6,A319,38
EGAA,EGNT,2,7,A319,38
EGNT,EGGD,2,16,A319,53
EGGD,EGNT,2,17,A319,50
EGNT,EGGD,2,19,A319,52
EGGD,EGNT,2,20,A319,51
EGNT,EGAA,4,6,A319,38
EGAA,EGNT,4,7,A319,36
EGNT,EHAM,4,15,A319,51
EHAM,EGNT,4,17,A319,74
EGNT,EGAA,4,19,A319,36
EGAA,EGGW,4,20,A319,47
EGGW,EHAM,5,5,A319,51
EHAM,EGGW,5,6,A319,48
EGGW,EHAM,5,8,A319,42
EHAM,EGGW,5,10,A319,42
EGGW,LSZH,5,12,A319,75
LSZH,EGGW,5,14,A319,86
EGGW,EHAM,7,10,A319,43
EHAM,EGGW,7,12,A319,44
EGGW,EHAM,1,18,A319,39
EHAM,EGGW,1,20,A319,37
LSGG,EGGW,2,8,A319,74
EGGW,EGAA,3,7,A319,53
EGGW,EDDH,4,13,A319,60
EDDH,EGGW,4,15,A319,73
EGGW,EDLW,5,6,A319,46
EDLW,EGGW,5,7,A319,63
EGKK,EHAM,1,14,A320,55
EHAM,EGKK,1,15,A320,43
EGCC,EHAM,6,18,A320,47
EHAM,EGCC,6,20,A320,48
EKCH,EGCC,1,14,A320,88
EGSS,EHAM,5,16,A319,46
EHAM,EGSS,5,17,A319,40
EGSS,EHAM,7,6,A319,47
EHAM,EGSS,7,7,A319,43
EGSS,LJLJ,1,12,A319,97
LJLJ,EGSS,1,14,A319,102
EGSS,EHAM,1,17,A319,40
EHAM,EGSS,1,19,A319,33
EGSS,EHAM,7,6,A319,40
EHAM,EGSS,7,7,A319,44
EGSS,EHAM,4,15,A319,39
EGSS,EHAM,7,6,A319,40
EHAM,EGSS,7,7,A319,35
EGSS,EKCH,3,6,A319,73
EKCH,EGSS,3,8,A319,88
EGSS,EHAM,3,15,A319,38
EHAM,EGGW,3,17,A319,45
EGGW,EGAA,3,18,A319,50
EGAA,EGGW,3,20,A319,46
EGGW,EGAA,4,14,A319,50
EGAA,EGGW,4,16,A319,48
LIMC,EGGW,6,20,A319,91
EGGW,EGPD,7,6,A319,61
EGPD,EGGW,7,8,A319,63
EGGW,EGPF,1,14,A319,51
EGPF,EGGW,1,16,A319,55
EGGW,EGAA,2,6,A319,53
EGCC,EHAM,1,13,A319,57
EHAM,EGCC,1,15,A319,52
EDDH,EGCC,3,15,A319,74
EGCC,EHAM,3,18,A319,48
EHAM,EGCC,3,19,A319,59
EGCC,EDDH,5,15,A319,77
EDDH,EGCC,5,17,A319,83
EGCC,EGAA,5,19,A319,33
EGAA,EGCC,5,20,A319,39
EGCC,EHAM,6,6,A319,55
EHAM,EGCC,6,8,A319,56
EKCH,EGCC,6,12,A319,98
EGCC,EDDH,6,15,A319,69
EDDH,EGCC,6,17,A319,83
EGCC,EGAA,6,19,A319,31
EGAA,EGCC,6,20,A319,36
EGCC,EGAA,7,6,A319,31
EGAA,EGCC,7,7,A319,35
EGCC,EHAM,1,18,A319,71
EHAM,EGCC,1,20,A319,49
EGCC,EDDH,2,13,A319,73
EDDH,EGCC,2,15,A319,70
EGCC,EHAM,2,17,A319,55
EHAM,EGCC,2,19,A319,51
EGCC,EDDH,4,13,A319,72
EDDH,EGCC,4,15,A319,71
EGCC,EHAM,4,18,A319,51
EHAM,EGCC,4,19,A319,54
EGCC,EDDH,5,14,A319,76
EDDH,EGCC,5,16,A319,76
EGCC,EHAM,5,18,A319,52
EHAM,EGCC,5,20,A319,52
EGCC,EHAM,6,6,A319,51
EHAM,EGCC,6,8,A319,55
EKCH,EGCC,6,12,A319,100
EGCC,EDDH,6,15,A319,69
EDDH,EGCC,6,17,A319,75
EGCC,EGAA,6,19,A319,32
EGAA,EGCC,6,21,A319,33
EGCC,EGAA,7,6,A319,34
EGAA,EGCC,7,7,A319,36
EKCH,EGCC,7,11,A319,96
EGCC,EHAM,1,13,A319,54
EHAM,EGCC,1,15,A319,54
LSGG,EGCC,1,20,A319,103
EGCC,EDDH,3,13,A319,67
EDDH,EGCC,3,15,A319,79
EGCC,EHAM,3,17,A319,57
EHAM,EGCC,3,19,A319,55
EGCC,EDDH,5,13,A319,74
EDDH,EGCC,5,15,A319,83
EGCC,EHAM,5,18,A319,50
EHAM,EGCC,5,20,A319,54
EGCC,EHAM,6,6,A319,51
EHAM,EGCC,6,8,A319,58
EGCC,EDDH,6,15,A319,72
EDDH,EGCC,6,17,A319,88
EGCC,EGAA,6,19,A319,38
EGAA,EGCC,6,21,A319,35
EGCC,EGAA,7,6,A319,35
EGAA,EGCC,7,7,A319,34
EKCH,EGCC,7,11,A319,92
EGCC,EGAA,1,12,A319,33
EGAA,EGCC,1,13,A319,39
EGCC,EDDH,1,15,A319,74
EDDH,EGCC,1,17,A319,82
EGCC,EGAA,1,20,A319,31
EGAA,EGCC,1,21,A319,33
EGCC,EDDH,2,13,A319,70
EDDH,EGCC,2,15,A319,83
EGCC,EHAM,2,18,A319,50
EHAM,EGCC,2,20,A319,50
EGCC,EDDH,3,13,A319,75
EDDH,EGCC,3,15,A319,81
EGCC,EHAM,3,18,A319,49
EHAM,EGCC,3,19,A319,60
EGCC,EGAA,4,18,A319,35
EGAA,EGCC,4,19,A319,39
EGCD,LSGG,5,17,A319,88
LIPZ,EGKK,6,16,A319,108
EGKK,EKCH,6,18,A319,93
EGKK,LIPZ,7,7,A319,98
LIPZ,EGKK,7,10,A319,103
ELLX,EGKK,1,15,A319,52
LIPZ,EGKK,1,20,A319,93
EKCH,LIMC,3,18,A319,90
EGKK,EKCH,1,19,A319,84
EKCH,EGKK,2,5,A319,98
EKCH,EGKK,5,14,A319,82
EGKK,EKCH,7,6,A319,83
EKCH,EGKK,7,8,A319,90
LIMC,EGKK,1,20,A319,90
EGKK,EDDH,2,17,A319,68
EGKK,EGPD,3,6,A319,76
EGPD,EGKK,3,8,A319,75
EGKK,EHAM,3,15,A319,51
EHAM,EGKK,3,17,A319,58
EGKK,EGPD,4,17,A319,81
EGPD,EGKK,4,19,A319,72
EGKK,LSZH,6,17,A319,68
EHAM,EGKK,7,19,A319,41
EGKK,EGAA,1,19,A319,58
EGAA,EGKK,1,21,A319,64
EGKK,EHAM,2,18,A319,50
EHAM,EGKK,2,19,A319,42
EGKK,EHAM,3,15,A319,39
EHAM,EGKK,3,16,A319,53
EGKK,EGPD,3,18,A319,76
EGKK,EGNS,4,14,A319,43
EGNS,EGKK,4,15,A319,52
EGKK,EGPF,5,6,A319,66
EGPF,EGKK,5,13,A319,69
EGKK,EHAM,5,15,A319,45
EHAM,EGKK,5,17,A319,64
EGKK,EGPH,6,5,A319,57
EGPH,EGKK,6,7,A319,60
EGKK,EHAM,6,9,A319,69
EHAM,EGKK,6,11,A319,59
EDDK,EGKK,2,20,A319,64
EGAA,EGGD,4,7,A319,46
EGGD,EGPH,4,15,A319,55
EGPH,EGGD,4,17,A319,58
EGGD,EGPF,4,18,A319,50
EGPF,EGGD,4,20,A319,58
EGGD,EGPF,5,6,A319,52
EGPF,EGGD,5,7,A319,60
EGGD,EGPF,5,15,A319,50
EGPF,EGGD,5,17,A319,58
EGGD,EHAM,1,11,A319,53
EHAM,EGGD,1,13,A319,61
EGGD,LFPG,1,15,A319,57
LFPG,EGGD,1,17,A319,55
EGGD,EGPF,2,6,A319,65
EGPF,EGGD,2,8,A319,54
EGGD,EGPH,2,15,A319,65
EGPH,EGGD,2,17,A319,47
EGGD,EGPF,2,19,A319,55
EGPF,EGGD,2,20,A319,55
EGGW,EGPF,5,6,A319,52
EGPF,LFPG,5,7,A319,79
LFPG,EGPF,5,10,A319,89
EGPF,EGGW,5,12,A319,55
EGGW,LFPG,5,14,A319,51
LFPG,EGGW,5,16,A319,51
EGGW,LFPG,5,18,A319,53
LFPG,EGGW,5,20,A319,51
EHAM,EGKK,1,9,A319,46
EGKK,EDDH,2,7,A319,69
EDDH,EGKK,2,9,A319,93
EGKK,EGPH,3,7,A319,70
EGPH,EGGW,3,17,A319,67
EGGW,EGPH,3,19,A319,54
EGPH,EGSS,4,5,A319,52
EGSS,EGPH,4,7,A319,57
EGPH,EGSS,4,9,A319,49
EGSS,EGPH,4,10,A319,58
EGPH,EGGD,4,13,A319,52
EGGD,EGPH,4,14,A319,57
EGPH,EGSS,4,16,A319,48
EGSS,EHAM,4,18,A319,35
EHAM,EGPH,4,19,A319,77
EGPH,EGGW,5,6,A319,51
EGGW,EGPH,5,8,A319,56
EGPH,EGAA,5,15,A319,41
EGAA,EGPH,5,16,A319,30
EGPH,EGGW,5,18,A319,50
EGGW,EGPH,5,19,A319,59
EGPH,EGGW,6,6,A319,51
EGGW,EGPH,6,8,A319,55
EGPH,EGAA,6,15,A319,28
EGAA,EGPH,6,16,A319,36
EGPH,EGGW,6,17,A319,50
EGGW,EGPH,6,19,A319,63
EGPH,LFPG,7,12,A319,85
LFPG,EGPH,7,15,A319,86
EGPH,EGSS,7,17,A319,47
EGSS,EGPH,7,18,A319,52
EGPH,EGSS,1,6,A319,53
EGSS,EGPH,1,8,A319,53
EGPH,EGGW,1,9,A319,48
EGGW,EGPH,1,11,A319,52
EGPH,EHAM,1,13,A319,67
EHAM,EGPH,1,15,A319,70
EGPH,EGGW,2,6,A319,52
EGGW,EGPH,2,7,A319,47
EGPH,EGAA,2,14,A319,27
EGAA,EGPH,2,16,A319,36
EGPH,EGGW,2,17,A319,55
EGGW,EGPH,2,19,A319,54
EGPH,LFPG,3,12,A319,86
LFPG,EGPH,3,14,A319,78
EGPH,EGSS,4,5,A319,60
EGSS,EGPH,4,7,A319,50
EGPH,EGSS,4,9,A319,61
EGPH,EGGD,4,12,A319,53
EGGD,EGPH,4,14,A319,58
EGPH,EGSS,4,16,A319,58
EGSS,EHAM,4,18,A319,37
EHAM,EGPH,4,19,A319,85
EGPH,LFPG,5,12,A319,89
LFPG,EGPH,5,15,A319,81
EGPH,EGSS,6,5,A319,62
EGSS,EGPH,6,7,A319,51
EGPH,EGSS,6,9,A319,57
EGSS,EGPH,6,10,A319,49
EGPH,EGGW,6,12,A319,49
EGGW,EGPH,6,14,A319,45
EGPH,EGSS,6,16,A319,62
EGSS,EHAM,6,18,A319,44
EHAM,EGPH,6,19,A319,72
LSGG,EGPH,7,9,A319,109
EGPH,LFPG,7,11,A319,89
LFPG,EGPH,7,14,A319,76
EGPH,EGSS,7,16,A319,63
EGSS,EGPH,7,18,A319,47
EGPH,LFPG,1,12,A319,87
LFPG,EGPH,1,15,A319,85
EGPH,EGSS,2,5,A319,64
EGSS,EGPH,2,7,A319,45
EGPH,EGSS,2,9,A319,61
EGPH,EGGW,2,12,A319,54
EGGW,EGPH,2,14,A319,45
EGPH,EGSS,2,16,A319,63
EGSS,EHAM,2,18,A319,44
EHAM,EGPH,2,19,A319,67
EGKK,EKCH,1,17,A319,90
EKCH,EGKK,1,19,A319,86
,EGKK,2,8,A319,57
EGGP,LFMN,3,7,A319,118
EGKK,LSMD,3,18,A319,70
EGKK,,4,6,A319,44
EGKK,,5,6,A319,49
,EGKK,5,8,A319,51
EGKK,EDDH,1,18,A319,68
EDDH,EGKK,1,20,A319,82
LIPZ,EGKK,6,19,A319,102
EGKK,EDDH,1,18,A319,69
EDDH,EGKK,1,20,A319,85
EGKK,EGPF,3,17,A319,73
EGPF,EGKK,3,19,A319,59
LIMC,EGKK,5,14,A319,93
EGKK,EDDH,6,6,A319,73
EDDH,EGKK,6,8,A319,79
EKCH,EGKK,1,14,A319,93
EGKK,EKCH,1,17,A319,82
EKCH,EGKK,1,19,A319,92
EGKK,EGPD,2,17,A319,80
EGPD,EGKK,2,19,A319,83
LFBZ,LFPG,6,6,A319,67
LIMC,LFPG,6,15,A319,62
LIMC,LFPG,6,19,A319,70
EGPH,LFPG,1,13,A319,90
LFPG,EGPH,1,15,A319,83
EGPH,EGGW,2,12,A319,51
EGGW,EGPH,2,14,A319,59
EGPH,EGSS,2,16,A319,57
EGSS,EHAM,2,18,A319,44
EHAM,EGPH,2,19,A319,71
EGPH,EGSS,3,19,A319,55
EGSS,EGPH,3,20,A319,48
EGPH,EGKK,4,5,A319,72
EGKK,EGPH,4,7,A319,54
EGPH,EGSS,4,9,A319,58
EGPH,EGGD,4,13,A319,55
EGGD,EGPH,4,14,A319,57
EGPH,EGSS,4,16,A319,55
EHAM,EGPH,4,19,A319,68
EGPH,EGGD,5,18,A319,59
EGGD,EGPH,5,20,A319,49
EGPH,LIMC,6,6,A319,125
EGPH,EDDH,6,12,A319,97
EDDH,EGPH,6,14,A319,86
EGPH,EGAA,7,19,A319,30
EGAA,EGPH,7,20,A319,29
EGGW,EGPH,1,15,A319,62
EGPH,LFPG,2,12,A319,78
LFPG,EGPH,2,15,A319,88
EGPH,EGKK,3,5,A319,65
EGKK,EGPH,3,7,A319,63
EGPH,EGGW,3,17,A319,50
EGGW,EGPH,3,19,A319,53
EGPH,EGGW,4,6,A319,49
EGGW,EGPH,4,8,A319,58
EGPH,EGGD,5,18,A319,59
EGGD,EGPH,5,20,A319,48
EGPH,LFPG,6,12,A319,91
LFPG,EGPH,6,15,A319,81
EGPH,EGAA,7,19,A319,27
EGAA,EGPH,7,20,A319,34
EGPH,EGGW,1,13,A319,67
EGGW,EGPH,1,15,A319,56
EGPH,LFPG,2,12,A319,94
LFPG,EGPH,2,15,A319,91
EGPH,EGSS,3,18,A319,53
EGSS,EGPH,3,20,A319,53
EGPH,EGGW,4,17,A319,47
EGGW,EGPH,4,19,A319,61
EGPH,EGGD,5,18,A319,56
EGGD,EGPH,5,20,A319,53
EGPH,LFPG,6,12,A319,85
LFPG,EGPH,6,14,A319,84
EGPH,EHAM,7,6,A319,73
LFPG,EGPH,1,14,A319,82
EGPH,LFPG,2,13,A319,78
EGSS,EGPH,3,20,A319,51
EGPH,EGGW,4,6,A319,66
EGGW,EGPH,4,9,A319,51
EGGD,EGPH,5,20,A319,52
EGPH,EGAA,6,5,A319,27
EGAA,EGPH,6,7,A319,33
LSGG,EGPH,6,11,A319,113
EKCH,EGPH,6,16,A319,93
EGPH,EGSS,6,18,A319,55
EGSS,EGPH,6,20,A319,49
EGPH,EHAM,7,6,A319,74
EGGW,EGPH,1,15,A319,56
EGPH,LFPG,2,12,A319,93
LFPG,EGPH,2,15,A319,76
EGKK,EGPH,1,15,A319,64
EGPH,EGKK,1,17,A319,76
EDLN,EGKK,2,7,A319,57
EGKK,LIPE,4,9,A319,101
EGKK,EDLN,4,14,A319,51
EDLE,EGKK,4,16,A319,62
EGKK,EGPH,5,17,A319,54
EGPH,EGKK,5,18,A319,70
EGKK,EHAM,6,7,A319,49
EHAM,EGKK,6,8,A319,48
EGKK,EGPH,7,18,A319,54
EGPH,EGKK,7,20,A319,69
EGKK,EDLE,2,5,A319,48
EDLN,EGKK,2,7,A319,54
EGKK,EGAA,2,16,A319,76
EGAA,EGKK,2,18,A319,56
EDLN,EGKK,3,17,A319,54
EGPF,EGKK,3,20,A319,63
EGKK,EGPD,4,6,A319,78
EGPD,EGKK,4,8,A319,74
EGNS,EGKK,5,16,A319,49
EGKK,EHAM,6,7,A319,47
EHAM,EGKK,6,9,A319,51
EGKK,EGPH,1,15,A319,55
EGPH,EGKK,1,17,A319,75
EGKK,EGPH,1,19,A319,64
EGPH,EGKK,1,21,A319,63
EGNS,EGKK,2,15,A319,46
EGPH,EGKK,3,20,A319,58
EGKK,EGPF,4,17,A319,69
EGPF,EGKK,4,19,A319,62
EKCH,EGKK,6,4,A319,87
EGKK,EHAM,6,7,A319,47
EHAM,EGKK,6,9,A319,60
EGKK,LSZH,7,6,A319,72
LSZH,EGKK,7,8,A319,75
EGKK,EDDH,7,10,A319,68
EDDH,EGKK,7,12,A319,79
EGKK,EGPF,2,6,A319,57
EGKK,EHAM,2,15,A319,51
EGNS,EGKK,3,17,A319,62
EGKK,EGPD,4,6,A319,81
EGPD,EGKK,4,8,A319,79
EGKK,EHAM,6,7,A319,64
EHAM,EGKK,6,9,A319,66
EGKK,EGPD,2,17,A319,74
EGPD,EGKK,2,19,A319,70
EGGP,EGNS,1,13,A319,18
EGNS,EGGP,1,14,A319,22
EGGP,EGAA,1,15,A319,32
EGAA,EGGP,1,16,A319,31
EGGP,EHAM,3,5,A319,64
EHAM,EGGP,3,7,A319,64
EGGP,EGDG,3,8,A319,46
EGDG,EGGP,3,10,A319,37
EGGP,LFBD,3,11,A319,94
EGGP,EHAM,3,16,A319,58
EHAM,EGGP,3,18,A319,61
EGGP,EGAA,4,6,A319,33
EGAA,EGGP,4,7,A319,31
EGGP,EGAA,4,15,A319,32
EGAA,EGGP,4,16,A319,34
EGGP,EHAM,5,5,A319,64
EHAM,EGGP,5,7,A319,55
EGGP,EGDG,5,8,A319,44
EGDG,EGGP,5,10,A319,34
EGGP,EHAM,5,16,A319,67
EHAM,EGGP,5,18,A319,57
EGGP,EGAA,6,6,A319,29
EGGP,EGAA,6,15,A319,35
EGGP,LSGG,7,12,A319,94
EGGP,EHAM,1,18,A319,61
EHAM,EGGP,1,20,A319,49
EGGP,EHAM,2,13,A319,56
EHAM,EGGP,2,15,A319,63
EHAM,EGKK,3,15,A319,42
EGKK,EHAM,5,7,A319,55
EHAM,EGKK,5,9,A319,61
EGKK,EHAM,6,13,A319,54
EHAM,EGKK,6,15,A319,46
EGKK,EGPD,1,6,A319,70
EGPD,EGKK,1,8,A319,74
EGKK,EKCH,2,19,A319,85
EKCH,EGKK,3,4,A319,95
LIPZ,EGKK,3,10,A319,111
EGKK,EDDH,4,17,A319,66
EDDH,EGKK,4,19,A319,73
LSZH,EGKK,5,8,A319,79
EGKK,EGPD,1,17,A319,65
EGPD,EGKK,1,19,A319,76
LIPZ,EGKK,4,16,A319,113
EGKK,EKCH,4,19,A319,78
EKCH,EGKK,5,4,A319,99
EGGW,EGPD,5,18,A319,60
EGPD,EGGW,5,20,A319,60
LFPG,EGGW,6,16,A319,55
EGGW,LFPG,6,18,A319,49
LFPG,EGGW,6,20,A319,40
EGGW,LSGG,7,6,A319,83
LIPZ,LSGG,2,18,A319,46
EGMC,EHAM,1,12,A319,42
EHAM,EGMC,1,13,A319,47
EGMC,EHAM,1,15,A319,39
EHAM,EGMC,1,17,A319,32
EGMC,EGAA,1,18,A319,59
EGAA,EGMC,1,20,A319,52
EGMC,EGAA,2,6,A319,59
EGAA,EGMC,2,7,A319,57
EGMC,EHAM,2,15,A319,40
EHAM,EGMC,2,16,A319,33
EGJJ,EGMC,2,19,A319,38
EGDG,EGMC,3,7,A319,51
EGMC,EGPH,4,12,A319,60
EGPH,EGMC,4,14,A319,70
EGMC,EGAA,7,6,A319,51
EGMC,EGPH,1,12,A319,55
EGPH,EGMC,1,14,A319,60
EGMC,EHAM,2,6,A319,45
EHAM,EGMC,2,8,A319,36
EGMC,EGPH,3,12,A319,63
EHAM,EGMC,4,7,A319,41
EGMC,EGPH,5,12,A319,58
EGPH,EGMC,5,14,A319,60
EGMC,LIPZ,6,16,A319,90
EGMC,EGJJ,7,12,A319,41
EHAM,EGGW,3,19,A319,61
EGGW,LFPG,4,5,A319,51
LFPG,EGGW,4,7,A319,49
EGGW,LFPG,5,5,A319,54
LFPG,EGGW,5,7,A319,53
LFPG,EGGW,5,16,A319,46
EGGW,LFPG,5,18,A319,52
LFPG,EGGW,5,20,A319,46
EGGW,EGAA,6,10,A319,59
EGGW,EGAA,6,14,A319,55
EGAA,EGGW,6,16,A319,43
EGGW,LFPG,7,18,A319,50
LFPG,EGGW,7,20,A319,44
EGAA,EGCC,2,11,A319,35
EGCC,EGAA,2,12,A319,33
EGAA,EGGP,2,15,A319,34
EGGP,EGAA,2,17,A319,34
EGAA,EGGW,3,6,A319,53
EGGW,EGPH,3,17,A319,48
EGPH,EGGW,3,19,A319,55
LIMC,EGGW,4,19,A319,89
EGGW,EGAA,5,6,A319,55
EDLW,EGGW,5,17,A319,61
EGGW,EGAA,6,7,A319,52
LIMC,EGPH,1,9,A319,131
EGPH,EDDH,1,12,A319,86
EDDH,EGPH,1,14,A319,90
EGPH,EDDH,2,12,A319,86
EDDH,EGPH,2,14,A319,93
EGPH,LFMN,3,12,A319,144
EGPH,EGGW,4,6,A319,58
LIMC,EGPH,4,13,A319,124
EDDH,EGPH,5,14,A319,89
EGPH,EGAA,6,6,A319,25
EGAA,EGPH,6,7,A319,29
EGPH,EGSS,6,18,A319,66
EGSS,EGPH,6,20,A319,47
EGPH,EHAM,7,5,A319,79
EGSS,EGPH,2,7,A319,50
EGPH,EGSS,2,9,A319,55
EGPH,EGSS,2,16,A319,60
EGSS,EHAM,2,18,A319,40
EHAM,EGPH,2,19,A319,64
EGPH,EGGD,3,18,A319,48
EGGD,EGPH,3,20,A319,58
EGPH,EGSS,4,5,A319,55
EGSS,EGPH,4,7,A319,53
EGPH,EGSS,4,9,A319,51
EGSS,EGPH,4,10,A319,52
EGPH,EGGD,4,12,A319,51
EGGD,EGPH,4,14,A319,56
EGPH,EGSS,4,16,A319,54
EGSS,EHAM,4,17,A319,38
EGPH,EGGW,5,6,A319,52
EGGW,EGPH,5,8,A319,69
EGPH,EGAA,5,15,A319,28
EGAA,EGPH,5,16,A319,34
EGPH,EGGW,5,18,A319,56
EGGW,EGPH,5,19,A319,52
EGPH,EGGW,6,6,A319,54
EGGW,EGPH,6,7,A319,53
EGPH,EGAA,6,15,A319,29
EGAA,EGPH,6,16,A319,28
EGPH,EGGW,6,17,A319,52
EGPH,EGKK,1,6,A319,64
EGKK,EGPH,1,8,A319,65
EGPH,EGAA,1,10,A319,31
EGAA,EGPH,1,11,A319,29
EGPH,EGSS,1,19,A319,53
EGSS,EGPH,1,20,A319,53
EGPH,EGAA,2,6,A319,29
EGAA,EGPH,2,7,A319,33
EKCH,EGPH,2,16,A319,84
EGSS,EGPH,2,20,A319,56
EGPH,EGKK,3,5,A319,60
EGKK,EGPH,3,14,A319,62
EGPH,EGKK,3,15,A319,60
LSZH,EGKK,4,8,A319,83
EGKK,EKCH,5,16,A319,82
EKCH,EGKK,5,19,A319,91
EGKK,EKCH,6,16,A319,86
EKCH,EGKK,6,19,A319,96
EGKK,EGPF,2,17,A319,65
EGPF,EGKK,2,18,A319,67
EGKK,EKCH,3,17,A319,78
EKCH,EGKK,3,19,A319,91
EGKK,EDDH,5,6,A319,81
EDDH,EGKK,5,8,A319,80
EGKK,EKCH,7,6,A319,88
EKCH,EGKK,7,8,A319,90
EGKK,ENBR,1,13,A319,97
ENBR,EGKK,1,16,A319,95
EGKK,EKCH,1,18,A319,95
EKCH,EGKK,2,4,A319,94
EGGP,EGDG,1,13,A319,38
EGDG,EGGP,1,14,A319,44
EGGP,EHAM,2,5,A319,66
EHAM,EGGP,2,7,A319,60
EGGP,EGAA,2,8,A319,37
EGAA,EGGP,2,10,A319,32
EGGP,EGAA,3,5,A319,30
EGAA,EGGP,3,7,A319,30
EGGP,EGAA,3,15,A319,34
EGAA,EGGP,3,16,A319,32
EGGP,EHAM,4,5,A319,66
EHAM,EGGP,4,7,A319,62
EGGP,EGAA,4,9,A319,30
EGAA,EGGP,4,10,A319,32
EGGP,EGAA,6,12,A319,32
EGAA,EGGP,6,13,A319,28
EGNS,EGGP,6,16,A319,21
EGGP,EGNS,1,12,A319,14
EGNS,EGGP,1,14,A319,18
EGGP,EGAA,1,15,A319,34
EGAA,EGGP,1,16,A319,28
EGGP,EGAA,2,11,A319,36
EGAA,EGGP,2,13,A319,29
EGNS,EGGP,2,16,A319,19
EGGP,EGAA,3,6,A319,31
EGAA,EGGP,3,7,A319,27
EGGP,EGAA,3,15,A319,31
EGAA,EGGP,3,16,A319,29
EGGP,EGAA,4,5,A319,31
EGAA,EGGP,4,7,A319,29
EGGP,EGAC,5,6,A319,26
EGAA,EGGP,5,7,A319,31
EGGP,EHAM,5,16,A319,56
EHAM,EGGP,5,18,A319,58
EGGP,EGNS,6,6,A319,17
EGNS,EGGP,6,7,A319,21
LFPG,EGGP,6,17,A319,69
EGGP,EGAA,6,19,A319,33
EGAA,EGGP,6,20,A319,32
EGGP,EHAM,1,13,A319,56
EHAM,EGGP,1,15,A319,65
LSGG,EGGW,2,8,A319,80
LSGG,EGGW,2,20,A319,88
EGGW,LFPG,3,5,A319,51
LFPG,EGGW,3,7,A319,55
EGGW,EDDH,4,13,A319,75
EDDH,EGGW,4,15,A319,73
EGGP,EGNS,7,6,A319,18
EGNS,EGGP,7,7,A319,19
EGGP,EGAA,7,15,A319,30
EGAA,EGGP,7,17,A319,31
EGGP,EGAA,1,6,A319,32
EGAA,EGGP,1,7,A319,34
EGGP,EGAA,1,15,A319,35
EGAA,EGGP,1,17,A319,31
EGGP,EGNS,2,6,A319,19
EGNS,EGNR,2,7,A319,13
EGGP,LFPG,2,15,A319,63
LFPG,EGGP,2,17,A319,64
EGGP,EGAA,2,19,A319,30
EGAA,EGGP,2,20,A319,32
EGGP,EGAA,3,6,A319,28
EGAA,EGGP,3,8,A319,29
EGGP,EGAA,3,15,A319,37
EGAA,EGGP,3,17,A319,34
EGGP,EGAA,5,6,A319,39
EGAA,EGGP,5,7,A319,29
EGGP,EGAA,5,15,A319,34
EGAA,EGGP,5,17,A319,28
EGGP,EHAM,6,5,A319,64
EHAM,EGGP,6,7,A319,66
EGGP,EGAA,6,9,A319,31
EGAA,EGGP,6,10,A319,33
EGGP,EHAM,7,5,A319,61
EHAM,EGGP,7,7,A319,60
EGJJ,EGGP,7,10,A319,45
LSGG,EGKK,1,9,A319,66
EGKK,EGPH,1,11,A319,61
EGPH,EGKK,1,13,A319,69
EDDK,EGKK,2,8,A319,56
LFPO,LIML,6,8,A320,56
LIPZ,LFPO,1,20,A320,74
LIPZ,LFPO,7,14,A320,77
LIPZ,LFPO,6,18,A320,79
LIMC,EGKK,1,12,A320,82
LIMC,EHAM,1,17,A320,79
LIMC,LFPG,2,4,A320,63
LFPG,LIMC,2,6,A320,55
LIMC,EBBR,4,4,A319,68
EBBR,LIMC,4,6,A319,58
LIMC,LIEE,7,8,A319,66
EKCH,EGCC,2,13,A319,98
EGCC,EKCH,2,16,A319,90
EKCH,LIMC,2,18,A319,93
LIMC,EGKK,6,6,A319,89
LIMC,LFPG,7,4,A319,63
LIMC,EHAM,3,9,A319,103
LIMC,EBBR,3,4,A319,62
LIMC,EHAM,4,9,A319,97
LIMC,LFPG,6,17,A319,64
LFPG,LIMC,6,19,A319,49
LIMC,EBBR,7,10,A319,62
EKCH,EGCC,2,13,A319,97
EGKK,LFRS,1,6,A319,50
EGNS,EGKK,1,17,A319,61
EGKK,EDDH,2,6,A319,77
EGKK,EDDH,5,18,A319,73
EDDH,EGKK,5,20,A319,71
EGKK,,6,18,A319,45
EDDK,EGKK,6,20,A319,62
EDLN,EGKK,1,15,A319,64
EGKK,EGPF,2,6,A319,68
